"PERSON_ID","Employee_count","contract_type","work_condition","job_category","ECONOMIC_SECTOR","PAY","Work_description","Company_category","Working_hours","job_dep"
55702,"tr_2","CDI","C","O","CC",30734,"374d","ct_9",1132,"61"
55711,"tr_6","CDI","C","O","CC",36626,"461e","ct_9",1872,"61"
55721,"tr_5","CDI","C","O","HZ",21561,"641a","ct_9",1672,"27"
55724,"tr_5","CDI","P","O","NZ",4051,"684a","ct_9",574,"72"
55731,"tr_1","CDI","C","O","QB",25182,"373d","ct_8",1702,"61"
55757,"tr_4","CDI","C","O","FZ",21298,"632a","ct_9",1799,"61"
55781,"tr_3","CDI","C","O","GZ",18039,"554b","ct_9",1257,"61"
55792,"tr_6","CDI","C","O","JC",71838,"388a","ct_9",1820,"59"
55796,"tr_6","CDI","C","O","CL",16897,"628b","ct_9",982,"59"
55799,"tr_6","CDD","P","O","QA",17641,"432b","ct_3",1820,"62"
55805,"tr_6","CDI","C","O","JC",51198,"388a","ct_9",1989,"92"
55816,"tr_2","CDI","C","O","GZ",19667,"632k","ct_8",1820,"62"
55828,"tr_2","CDI","P","O","QA",18404,"526a","ct_8",1522,"62"
55829,"tr_5","CDI","C","O","CA",29826,"625f","ct_9",1820,"62"
55830,"tr_6","CDI","C","O","HZ",13768,"656b","ct_9",1498,"76"
55835,"tr_4","CDI","C","O","GZ",33081,"374d","ct_9",1788,"92"
55849,"tr_3","CDI","C","O","GZ",29791,"636a","ct_9",1897,"62"
55852,"tr_5","CDI","C","O","CK",17164,"676c","ct_9",1687,"62"
55854,"tr_4","CDI","C","O","OZ",32070,"461e","ct_8",1900,"62"
55857,"tr_4","AUT","C","O","OZ",21346,"523c","ct_2",1830,"62"
55858,"tr_4","CDI","C","O","FZ",7969,"632e","ct_9",780,"59"
55860,"tr_1","CDI","C","O","NZ",19379,"461d","ct_9",1820,"59"
55865,"tr_3","CDD","P","O","SZ",7612,"563b","ct_8",582,"62"
55866,"tr_5","CDI","C","O","HZ",28489,"655a","ct_9",2200,"62"
55869,"tr_5","CDI","C","O","CA",32174,"377a","ct_9",1820,"62"
55871,"tr_5","AUT","C","X","GZ",20330,"467c","ct_9",1613,"92"
55874,"tr_4","CDI","C","O","QA",8110,"643a","ct_9",273,"62"
55877,"tr_5","AUT","C","O","OZ",25243,"451g","ct_2",1820,"62"
55879,"tr_5","CDI","C","O","CM",49095,"479b","ct_9",1965,"62"
55885,"tr_1","TTP","C","O","NZ",5317,"561d","ct_9",599,"62"
55893,"tr_3","CDI","P","O","QB",7149,"563a","ct_9",873,"62"
55905,"tr_3","CDI","C","O","HZ",29931,"333c","ct_9",1821,"59"
55912,"tr_6","CDI","C","O","GZ",28571,"462b","ct_9",1746,"62"
55916,"tr_1","CDI","C","O","QA",16673,"542a","ct_6",1711,"59"
55917,"tr_5","CDI","P","O","OZ",3537,"524c","ct_2",406,"62"
55919,"tr_6","CDI","C","O","QA",23137,"526a","ct_3",1820,"62"
55922,"tr_6","CDI","C","O","QA",18823,"525d","ct_9",1770,"59"
55924,"tr_5","CDI","C","O","HZ",12653,"641a","ct_9",1336,"62"
55925,"tr_1","APP","C","A","GZ",8191,"554d","ct_6",1530,"62"
55934,"tr_1","CDI","C","O","FZ",9681,"681b","ct_9",554,"62"
55935,"tr_1","CDI","C","O","PZ",25512,"421b","ct_8",1820,"62"
55948,"tr_6","CDI","C","O","CA",32400,"462c","ct_9",1827,"62"
55957,"tr_1","CDI","C","O","IZ",9115,"561c","ct_9",1047,"62"
55961,"tr_1","TTP","C","O","NZ",21329,"641b","ct_9",1359,"62"
55963,"tr_2","CDI","C","O","EZ",18936,"685a","ct_9",1680,"59"
55970,"tr_5","CDI","C","O","QB",18392,"434f","ct_8",1815,"62"
55981,"tr_5","CDI","P","O","QB",8851,"563b","ct_8",1127,"62"
55997,"tr_1","CDI","C","O","QB",19515,"525d","ct_8",1820,"62"
55999,"tr_1","CDI","N","O","QB",16368,"563a","ct_7",3000,"62"
56011,"tr_6","AUT","C","O","QA",23759,"523d","ct_3",1819,"62"
56020,"tr_3","CDI","C","O","QB",19024,"526a","ct_9",1710,"62"
56028,"tr_4","CDI","C","O","QB",19606,"526a","ct_9",1829,"62"
56029,"tr_6","CDI","C","O","OZ",30326,"461d","ct_8",1887,"62"
56041,"tr_1","CDI","P","O","GZ",8145,"684a","ct_9",947,"62"
56042,"tr_0","CDI","P","O","GZ",1209,"636a","ct_6",139,"62"
56045,"tr_5","CDI","C","O","HZ",19169,"641a","ct_9",1928,"59"
56047,"tr_4","CDI","C","O","QA",28355,"423b","ct_8",1742,"62"
56052,"tr_6","AUT","P","O","QB",13785,"563a","ct_2",1572,"62"
56056,"tr_3","CDI","C","O","PZ",29406,"341a","ct_8",1820,"62"
56064,"tr_5","CDD","C","O","NZ",5511,"534a","ct_9",514,"62"
56068,"tr_6","CDI","C","O","CE",34673,"625c","ct_9",1782,"59"
56074,"tr_3","CDI","C","O","QB",19775,"434e","ct_8",1820,"62"
56086,"tr_3","CDI","C","O","CB",21178,"542a","ct_9",1676,"59"
56091,"tr_2","CDD","C","O","FZ",12194,"632j","ct_9",1171,"59"
56093,"tr_0","CDI","P","O","QA",6416,"526b","ct_6",752,"62"
56102,"tr_2","AUT","C","O","OZ",23875,"523c","ct_2",1830,"62"
56122,"tr_3","CDI","C","O","CH",52711,"373d","ct_9",1799,"62"
56123,"tr_5","CDI","C","O","CA",42855,"628b","ct_9",2200,"62"
56134,"tr_3","CDI","C","O","GZ",11497,"554e","ct_9",586,"62"
56144,"tr_1","TTP","N","O","NZ",11196,"652a","ct_9",772,"62"
56148,"tr_3","CDI","C","O","RZ",9040,"424a","ct_9",1098,"62"
56151,"tr_1","CDI","C","O","GZ",22536,"344d","ct_9",978,"59"
56154,"tr_5","CDI","C","O","LZ",25858,"461f","ct_9",1880,"62"
56157,"tr_3","CDD","C","O","GZ",10646,"551a","ct_9",1182,"62"
56158,"tr_1","CDI","N","O","QB",16418,"563a","ct_7",3000,"62"
56161,"tr_2","TTP","C","O","NZ",11405,"676c","ct_9",1073,"62"
56162,"tr_5","CDI","C","O","EZ",25376,"676c","ct_9",1569,"59"
56165,"tr_3","CDI","C","O","HZ",24078,"641a","ct_9",2164,"62"
56166,"tr_3","CDI","C","O","OZ",27792,"545d","ct_4",1993,"62"
56169,"tr_2","CDI","P","O","QB",14384,"525d","ct_9",1468,"62"
56176,"tr_1","CDI","C","O","QA",16206,"526e","ct_9",1673,"59"
56186,"tr_6","CDI","P","O","NZ",10947,"684a","ct_9",1292,"59"
56187,"tr_1","CDI","P","O","CM",11819,"542a","ct_9",1363,"59"
56191,"tr_6","CDI","C","O","QA",19342,"543h","ct_9",1796,"62"
56192,"tr_1","CDI","C","O","GZ",17050,"624b","ct_9",1651,"62"
56193,"tr_1","CDI","P","O","SZ",21999,"543b","ct_8",916,"62"
56207,"tr_3","CDI","C","O","NZ",21200,"477a","ct_9",1673,"62"
56208,"tr_2","CDI","P","O","CM",54284,"344b","ct_8",1820,"62"
56211,"tr_4","AUT","C","O","OZ",18494,"524c","ct_2",1823,"62"
56212,"tr_1","CDI","C","O","GZ",16681,"643a","ct_9",1820,"62"
56214,"tr_2","CDI","C","O","FZ",35644,"621c","ct_9",1714,"62"
56218,"tr_5","CDI","P","O","MC",5874,"643a","ct_9",680,"80"
56224,"tr_2","TTP","C","O","NZ",10881,"674c","ct_9",1050,"62"
56226,"tr_4","AUT","P","O","PZ",8724,"422e","ct_1",958,"62"
56239,"tr_5","CDI","C","O","QA",30089,"431f","ct_9",1820,"59"
56244,"tr_2","AUT","C","O","OZ",20949,"523b","ct_1",1820,"62"
56246,"tr_3","CDI","C","O","CA",19195,"676c","ct_9",1500,"62"
56256,"tr_2","CDI","C","O","PZ",27173,"421b","ct_8",1820,"62"
56257,"tr_6","CDI","C","O","CL",33205,"483a","ct_9",1666,"62"
56265,"tr_4","CDI","C","O","HZ",20162,"676c","ct_9",1820,"62"
56275,"tr_6","CDI","C","O","QA",23534,"526a","ct_9",1820,"62"
56277,"tr_3","APP","C","A","GZ",7691,"464a","ct_9",831,"62"
56278,"tr_5","CDI","C","O","FZ",48217,"382a","ct_9",1757,"50"
56280,"tr_4","CDI","C","O","QA",14831,"526a","ct_9",1469,"62"
56281,"tr_3","CDI","C","O","HZ",26210,"423b","ct_9",1771,"62"
56285,"tr_3","CDI","C","O","QB",12587,"526a","ct_8",1257,"62"
56288,"tr_6","CDI","C","O","DZ",22766,"486e","ct_9",1602,"59"
56298,"tr_6","CDI","C","O","CG",19281,"462e","ct_9",1761,"62"
56299,"tr_2","CDI","C","O","QA",21562,"526b","ct_9",1576,"62"
56302,"tr_2","CDI","C","O","PZ",29602,"421b","ct_8",1820,"62"
56305,"tr_1","CDI","C","O","PZ",32855,"421b","ct_8",1820,"62"
56311,"tr_1","CDI","C","O","GZ",20407,"462e","ct_9",1584,"62"
56314,"tr_1","CDI","C","O","NZ",21929,"684a","ct_8",2028,"62"
56319,"tr_2","CDI","P","O","GZ",13898,"542a","ct_9",1464,"62"
56320,"tr_4","CDI","C","O","PZ",26026,"341a","ct_8",1820,"62"
56325,"tr_3","AUT","P","X","QB",7953,"435b","ct_8",821,"59"
56326,"tr_3","AUT","C","X","EZ",12115,"564b","ct_9",1604,"62"
56327,"tr_1","CDI","C","O","HZ",12775,"651a","ct_9",1283,"59"
56348,"tr_3","CDI","C","O","MA",24148,"461d","ct_9",2024,"62"
56350,"tr_6","CDI","C","O","CL",62415,"374c","ct_9",1648,"62"
56355,"tr_6","CDI","C","O","NZ",16202,"534a","ct_9",1840,"59"
56362,"tr_4","CDI","C","O","HZ",22230,"451a","ct_9",1821,"59"
56365,"tr_5","CDI","C","O","HZ",20498,"641a","ct_9",2085,"62"
56368,"tr_2","AUT","C","O","OZ",59753,"333b","ct_1",2115,"80"
56375,"tr_5","CDI","C","O","HZ",36248,"466c","ct_9",2083,"62"
56382,"tr_3","CDI","C","O","HZ",10985,"676c","ct_9",1136,"62"
56384,"tr_6","CDI","C","O","CA",22753,"684a","ct_9",1911,"62"
56390,"tr_6","CDI","C","O","KZ",45395,"467a","ct_9",1785,"59"
56391,"tr_3","CDI","P","O","GZ",8795,"676c","ct_9",952,"62"
56393,"tr_1","CDI","C","O","GZ",18373,"676a","ct_9",1572,"59"
56404,"tr_6","CDI","P","O","NZ",15022,"684a","ct_9",1693,"59"
56408,"tr_4","CDI","P","O","QB",7690,"563b","ct_8",787,"62"
56411,"tr_5","CDD","C","O","QA",6789,"525d","ct_3",571,"62"
56417,"tr_6","CDI","C","O","CG",26504,"625c","ct_9",1611,"62"
56427,"tr_1","CDI","C","O","MC",28476,"464a","ct_9",1780,"62"
56429,"tr_5","CDI","C","O","PZ",34857,"422b","ct_8",1820,"62"
56430,"tr_6","CDD","C","O","QA",10499,"431f","ct_3",927,"62"
56431,"tr_5","CDI","C","O","MA",52542,"477a","ct_9",2802,"80"
56433,"tr_5","CDI","C","O","CE",37748,"674a","ct_9",1844,"62"
56434,"tr_6","CDI","P","O","GZ",18998,"554a","ct_9",1515,"62"
56441,"tr_6","CDI","C","O","QA",21199,"431f","ct_9",1820,"62"
56444,"tr_4","CDI","C","O","FZ",16413,"543b","ct_9",1572,"62"
56445,"tr_6","CDI","C","O","CL",18188,"541b","ct_9",1528,"62"
56452,"tr_3","CDI","C","O","GZ",22889,"486d","ct_9",1813,"62"
56453,"tr_1","CDI","P","O","GZ",20033,"433d","ct_6",1349,"62"
56454,"tr_1","CDI","C","O","PZ",31456,"431a","ct_8",1820,"62"
56462,"tr_2","CDI","C","O","EZ",29496,"462e","ct_9",1568,"62"
56466,"tr_1","CDI","P","O","OZ",36543,"451g","ct_2",2093,"62"
56467,"tr_3","CDI","C","O","CH",14349,"623g","ct_9",1304,"62"
56468,"tr_6","CDI","C","O","FZ",12787,"621e","ct_9",971,"91"
56472,"tr_4","CDI","C","O","QB",20413,"526a","ct_8",1778,"62"
56478,"tr_6","CDD","P","O","QB",1717,"563b","ct_8",203,"62"
56482,"tr_2","CDI","C","O","MA",46977,"461e","ct_9",1545,"62"
56486,"tr_1","CDI","C","O","FZ",14751,"632d","ct_9",1533,"62"
56487,"tr_5","CDI","C","O","DZ",53067,"485a","ct_9",1771,"62"
56494,"tr_3","CDI","C","O","GZ",23450,"477c","ct_9",1768,"59"
56512,"tr_0","CDI","C","O","GZ",13201,"637d","ct_9",1020,"62"
56518,"tr_3","CDI","P","O","NZ",5511,"372a","ct_9",444,"75"
56522,"tr_1","CDI","C","O","GZ",9213,"476a","ct_9",987,"62"
56524,"tr_6","CDI","C","O","GZ",26629,"462b","ct_9",1767,"62"
56531,"tr_1","CDI","C","O","QB",22400,"434d","ct_8",1800,"62"
56546,"tr_5","CDI","C","O","QA",19491,"526a","ct_3",1820,"62"
56548,"tr_5","CDI","C","O","HZ",38343,"466c","ct_9",2003,"62"
56558,"tr_0","CDI","C","O","IZ",5664,"636d","ct_9",169,"62"
56559,"tr_5","CDI","C","O","NZ",27318,"433a","ct_9",1837,"62"
56565,"tr_3","CDI","C","O","PZ",20640,"423b","ct_9",1901,"62"
56568,"tr_3","CDI","C","O","OZ",7972,"434c","ct_8",591,"62"
56574,"tr_6","CDI","C","O","CL",28145,"483a","ct_9",1323,"62"
56575,"tr_5","CDI","C","O","HZ",23074,"641a","ct_9",2200,"59"
56584,"tr_6","CDD","C","O","CA",14513,"652a","ct_9",1337,"59"
56593,"tr_1","APP","C","A","GZ",11889,"433d","ct_9",1778,"62"
56598,"tr_3","CDI","C","O","CC",29289,"485b","ct_9",2200,"59"
56605,"tr_6","CDI","P","O","CG",17010,"676a","ct_9",1481,"62"
56608,"tr_1","CDI","C","O","PZ",14850,"422c","ct_8",886,"62"
56617,"tr_2","CDI","C","O","RZ",25764,"523c","ct_8",1678,"62"
56623,"tr_2","CDI","C","O","CA",22374,"625f","ct_9",1890,"62"
56628,"tr_5","CDI","C","O","HZ",2508,"643a","ct_9",275,"59"
56634,"tr_1","TTP","N","O","NZ",17685,"632d","ct_9",1413,"62"
56636,"tr_4","CDI","C","O","GZ",29896,"373b","ct_9",579,"59"
56638,"tr_1","CDI","P","O","QA",6899,"526e","ct_9",484,"62"
56647,"tr_1","CDI","N","O","QB",4556,"563a","ct_7",1638,"62"
56651,"tr_0","CDI","N","O","QB",9387,"563a","ct_7",2143,"62"
56653,"tr_4","CDI","C","O","KZ",37635,"545c","ct_9",1535,"62"
56662,"tr_5","CDI","C","O","FZ",19509,"621b","ct_9",1820,"62"
56663,"tr_3","CDI","C","O","FZ",39224,"632f","ct_9",1781,"59"
56668,"tr_6","CDI","C","O","HZ",54514,"333c","ct_9",1820,"59"
56669,"tr_4","CDI","C","O","NZ",24154,"534a","ct_9",1786,"59"
56681,"tr_4","CDD","C","O","GZ",18409,"551a","ct_9",1901,"62"
56683,"tr_4","CDI","P","O","QB",13312,"641a","ct_8",1082,"62"
56684,"tr_1","CDI","C","O","FZ",12507,"681b","ct_9",1561,"62"
56686,"tr_3","CDI","C","O","PZ",17495,"543h","ct_8",1710,"62"
56694,"tr_6","CDI","C","O","CG",33390,"485a","ct_9",1807,"62"
56698,"tr_5","CDI","C","O","HZ",21437,"521a","ct_9",974,"62"
56699,"tr_0","CDI","P","O","QB",15386,"526d","ct_8",1530,"62"
56700,"tr_4","CDI","C","O","GZ",22425,"626b","ct_9",1747,"62"
56704,"tr_1","CDI","C","O","GZ",10486,"682a","ct_9",1373,"62"
56705,"tr_6","AUT","P","X","OZ",5496,"524c","ct_2",718,"62"
56711,"tr_1","CDI","C","O","FZ",15595,"632a","ct_9",1576,"62"
56720,"tr_3","CDI","C","O","HZ",27342,"461f","ct_9",1844,"62"
56729,"tr_1","CDI","N","O","QB",9845,"563b","ct_7",1216,"62"
56730,"tr_6","AUT","C","O","QA",25094,"431f","ct_3",1822,"62"
56742,"tr_2","CDI","C","O","PZ",27531,"421b","ct_8",1820,"62"
56744,"tr_2","CDI","C","O","FZ",18364,"632a","ct_9",1722,"62"
56745,"tr_3","CDI","C","O","JA",25114,"385a","ct_9",1422,"93"
56758,"tr_3","CDI","C","O","CA",19137,"676c","ct_9",1761,"62"
56764,"tr_1","TTP","C","O","NZ",20686,"461b","ct_9",1827,"62"
56767,"tr_4","CDI","P","O","QB",3498,"526a","ct_8",341,"59"
56772,"tr_5","CDI","C","O","CK",17409,"676c","ct_9",1687,"62"
56779,"tr_2","CDI","C","O","FZ",46767,"382d","ct_9",1820,"62"
56780,"tr_4","CDI","C","O","CM",21501,"628g","ct_9",1904,"62"
56781,"tr_4","CDI","C","O","CM",25344,"486e","ct_9",1775,"59"
56782,"tr_1","CDI","C","O","GZ",23230,"433d","ct_9",1853,"62"
56790,"tr_3","CDI","C","O","PZ",22656,"422c","ct_8",1820,"62"
56799,"tr_1","CDI","C","O","FZ",15207,"632a","ct_6",1687,"62"
56800,"tr_2","CDI","C","O","GZ",16343,"554a","ct_9",1888,"62"
56803,"tr_5","CDI","P","O","QB",13964,"526a","ct_8",1214,"62"
56806,"tr_3","CDI","C","O","QB",18344,"526a","ct_8",1800,"59"
56807,"tr_1","CDI","C","O","GZ",23055,"463b","ct_9",1331,"62"
56808,"tr_5","CDI","C","O","JB",44936,"382c","ct_9",1935,"62"
56812,"tr_2","CDI","C","O","CB",26750,"543e","ct_9",1665,"59"
56816,"tr_3","CDI","P","O","PZ",16836,"421b","ct_8",1365,"62"
56818,"tr_3","TTP","C","O","NZ",37591,"477b","ct_9",1784,"59"
56823,"tr_6","CDI","C","O","CK",38281,"382c","ct_9",628,"23"
56827,"tr_4","CDI","C","O","QB",18644,"526d","ct_8",1257,"59"
56830,"tr_4","CDI","C","O","GZ",38014,"461b","ct_9",1795,"62"
56842,"tr_6","CDI","C","O","PZ",35756,"341a","ct_8",1820,"59"
56852,"tr_3","CDI","C","O","GZ",32907,"462b","ct_9",2195,"62"
56857,"tr_2","CDI","C","O","GZ",21633,"433d","ct_9",1669,"62"
56859,"tr_2","AUT","C","O","PZ",26818,"421b","ct_2",1842,"62"
56865,"tr_1","CDI","C","O","MA",23920,"543e","ct_9",1518,"59"
56869,"tr_1","APP","C","A","GZ",712,"636a","ct_9",304,"62"
56871,"tr_0","CDI","C","O","FZ",21989,"472c","ct_9",1729,"62"
56873,"tr_1","CDI","P","O","GZ",48619,"344d","ct_6",1560,"62"
56874,"tr_4","CDI","C","O","CM",21129,"628g","ct_9",1904,"62"
56885,"tr_1","CDI","C","O","QB",21730,"434d","ct_8",1820,"62"
56886,"tr_1","CDI","C","O","GZ",23684,"463c","ct_9",1245,"59"
56889,"tr_1","CDI","C","O","GZ",20599,"433d","ct_9",1574,"62"
56908,"tr_6","CDI","C","O","RZ",19783,"533c","ct_9",1602,"62"
56922,"tr_1","CDI","P","O","CA",24571,"625d","ct_9",2154,"62"
56923,"tr_6","CDI","P","O","SZ",5286,"462e","ct_9",520,"92"
56933,"tr_6","CDI","C","O","CA",33128,"546c","ct_9",1827,"62"
56940,"tr_1","CDD","C","O","CG",12933,"543g","ct_9",1120,"62"
56955,"tr_1","CDI","N","O","QB",11353,"563a","ct_7",3000,"62"
56958,"tr_4","APP","C","A","FZ",7262,"681a","ct_9",1689,"59"
56959,"tr_3","CDI","C","O","GZ",40822,"384c","ct_9",1512,"62"
56960,"tr_1","CDI","C","O","GZ",10653,"553c","ct_9",949,"75"
56977,"tr_6","CDI","C","O","CA",13536,"674c","ct_9",707,"62"
56978,"tr_3","CDI","P","O","GZ",19735,"552a","ct_9",1417,"62"
56980,"tr_3","CDD","C","O","RZ",6931,"561b","ct_9",829,"62"
56982,"tr_3","CDI","C","O","CA",14090,"684a","ct_9",1711,"62"
56987,"tr_1","CDI","C","O","IZ",28259,"488b","ct_9",1611,"59"
56991,"tr_3","CDI","P","O","QA",11097,"526a","ct_8",763,"62"
56994,"tr_5","CDI","C","O","CH",21331,"628c","ct_9",1892,"62"
57003,"tr_4","CDI","P","O","QB",6821,"526a","ct_3",606,"59"
57004,"tr_3","CDI","C","O","MA",37833,"372a","ct_9",2012,"59"
57008,"tr_2","TTP","C","O","NZ",6190,"633a","ct_9",616,"59"
57012,"tr_3","CDI","C","O","FZ",27691,"542a","ct_9",1820,"62"
57013,"tr_6","TOA","C","O","QA",14701,"461c","ct_8",1253,"62"
57016,"tr_2","CDI","P","O","GZ",18549,"554c","ct_9",1750,"62"
57017,"tr_6","CDI","C","O","CA",22726,"625b","ct_9",1757,"62"
57026,"tr_6","CDI","C","O","GZ",18805,"551a","ct_9",1871,"62"
57034,"tr_4","CDI","C","O","FZ",21232,"472c","ct_9",1712,"62"
57044,"tr_3","CDI","C","O","GZ",32730,"478c","ct_9",1736,"62"
57045,"tr_3","CDI","C","O","JA",61309,"372b","ct_9",1820,"62"
57055,"tr_1","CDI","N","O","QB",4729,"563b","ct_7",522,"62"
57056,"tr_3","CDI","C","O","CG",20406,"542a","ct_9",1650,"62"
57064,"tr_3","CDI","C","O","FZ",21973,"632j","ct_9",1512,"62"
57068,"tr_2","CDI","C","O","IZ",11102,"561c","ct_9",1027,"62"
57080,"tr_3","CDI","C","O","HZ",20417,"543g","ct_9",1957,"62"
57107,"tr_3","CDI","C","O","QA",17776,"526e","ct_9",1935,"62"
57114,"tr_0","CDI","N","O","QB",6913,"563a","ct_7",1766,"62"
57118,"tr_5","CDI","C","O","HZ",23662,"641a","ct_9",1873,"62"
57124,"tr_3","CDI","P","O","QB",12172,"525d","ct_8",1161,"62"
57134,"tr_6","CDD","C","O","EZ",7055,"628e","ct_9",1328,"62"
57139,"tr_4","CDI","C","O","IZ",50300,"377a","ct_9",1948,"62"
57144,"tr_1","CDD","C","O","IZ",4676,"636d","ct_9",514,"62"
57153,"tr_5","CDI","C","O","PZ",45204,"341a","ct_8",1972,"62"
57161,"tr_6","CDI","C","O","QA",29128,"432b","ct_8",1821,"62"
57163,"tr_1","CDI","C","O","GZ",24515,"634c","ct_9",1833,"62"
57171,"tr_0","TTP","N","O","NZ",14772,"632e","ct_9",1356,"62"
57181,"tr_6","CDI","C","O","OZ",16500,"563b","ct_8",2030,"62"
57183,"tr_1","CDD","C","O","HZ",15830,"641a","ct_9",962,"59"
57186,"tr_6","CDI","C","O","OZ",33324,"478c","ct_8",1849,"59"
57191,"tr_6","CDI","C","O","GZ",28601,"462b","ct_9",1746,"62"
57199,"tr_3","CDI","C","O","GZ",37282,"542a","ct_9",1778,"59"
57202,"tr_3","CDI","C","O","GZ",25007,"462b","ct_9",1982,"62"
57203,"tr_6","APP","C","A","QB",2345,"685a","ct_8",607,"62"
57218,"tr_1","CDI","C","O","GZ",17109,"543h","ct_9",1596,"62"
57221,"tr_3","CDI","C","O","HZ",29161,"333c","ct_9",1821,"59"
57227,"tr_1","AUT","C","O","SZ",16786,"562b","ct_9",1820,"62"
57248,"tr_1","CDI","C","O","KZ",20706,"467c","ct_9",1438,"62"
57253,"tr_1","CDI","C","O","PZ",25783,"421b","ct_8",1820,"62"
57257,"tr_1","CDD","C","O","GZ",6287,"554f","ct_9",402,"62"
57264,"tr_1","CDI","C","O","KZ",31699,"467c","ct_9",1697,"62"
57269,"tr_5","CDI","C","O","IZ",14868,"653a","ct_9",1333,"62"
57271,"tr_5","CDI","P","O","QA",18710,"526a","ct_8",1468,"62"
57274,"tr_1","CDI","N","O","QB",11097,"563a","ct_7",3000,"62"
57277,"tr_6","CDI","C","O","CA",33627,"477b","ct_9",1820,"62"
57283,"tr_5","CDI","C","O","GZ",15418,"653a","ct_9",1753,"59"
57298,"tr_6","CDI","C","O","CC",32093,"473c","ct_9",1827,"62"
57300,"tr_1","CDI","C","O","GZ",8078,"554a","ct_9",665,"62"
57303,"tr_3","CDI","C","O","GZ",45784,"463c","ct_9",1701,"62"
57307,"tr_1","CDI","C","O","LZ",32888,"462c","ct_9",783,"59"
57314,"tr_5","TOA","C","O","CA",18962,"674c","ct_9",1818,"62"
57337,"tr_3","CDI","C","O","IZ",15643,"561d","ct_9",1550,"62"
57340,"tr_6","CDI","C","O","QA",39508,"431f","ct_9",1820,"92"
57344,"tr_6","AUT","P","O","QB",15066,"563a","ct_2",1556,"62"
57345,"tr_6","CDI","C","O","CL",24073,"673c","ct_9",1583,"59"
57347,"tr_4","CDI","C","O","FZ",14295,"671c","ct_9",1659,"62"
57358,"tr_2","CDI","C","O","HZ",18201,"641a","ct_6",2164,"62"
57359,"tr_4","CDD","C","O","NZ",3882,"684a","ct_8",541,"62"
57361,"tr_3","CDI","C","O","MA",18532,"633a","ct_9",1635,"59"
57367,"tr_6","CDI","C","O","OZ",5341,"563b","ct_8",1249,"62"
57369,"tr_2","AUT","C","X","GZ",12318,"634a","ct_9",1773,"62"
57370,"tr_2","CDI","C","O","FZ",14176,"632f","ct_9",1375,"59"
57373,"tr_3","CDI","C","O","PZ",34216,"341b","ct_8",1820,"62"
57375,"tr_6","CDI","C","O","CE",36387,"625c","ct_9",1787,"59"
57381,"tr_0","CDI","C","O","QA",16713,"526e","ct_9",1909,"62"
57384,"tr_6","CDI","C","O","JC",8683,"478a","ct_9",462,"59"
57387,"tr_1","CDI","C","O","NZ",22156,"463d","ct_9",1435,"62"
57390,"tr_4","CDI","C","O","NZ",25775,"563b","ct_9",1785,"59"
57400,"tr_6","CDI","C","O","LZ",34261,"388c","ct_9",1207,"59"
57401,"tr_2","CDI","C","O","PZ",20521,"421b","ct_8",1820,"59"
57406,"tr_2","CDI","C","O","OZ",39228,"434b","ct_8",2044,"62"
57407,"tr_3","CDI","C","O","OZ",44678,"373b","ct_1",1822,"62"
57416,"tr_1","TTP","C","O","NZ",2286,"671c","ct_9",269,"62"
57423,"tr_3","AUT","P","X","PZ",2691,"525a","ct_8",325,"62"
57426,"tr_5","CDI","C","O","HZ",6261,"641a","ct_9",467,"62"
57434,"tr_3","CDI","P","O","NZ",8774,"534a","ct_9",1156,"93"
57443,"tr_1","APP","C","A","GZ",2496,"682a","ct_9",920,"62"
57449,"tr_3","CDI","P","O","IZ",9520,"561d","ct_9",907,"62"
57450,"tr_3","CDI","C","O","FZ",24059,"477c","ct_9",1741,"62"
57452,"tr_1","TTP","C","O","NZ",8340,"674c","ct_9",845,"62"
57460,"tr_6","AUT","C","O","QA",20181,"526a","ct_3",1577,"62"
57466,"tr_6","CDI","C","O","RZ",21050,"534a","ct_9",2020,"59"
57468,"tr_6","AUT","C","O","OZ",24153,"621f","ct_2",1859,"62"
57471,"tr_6","CDI","P","O","HZ",29120,"655a","ct_9",1311,"62"
57479,"tr_6","CDI","P","O","OZ",23180,"545d","ct_8",1654,"62"
57492,"tr_6","CDI","P","O","CL",5133,"673c","ct_9",448,"59"
57503,"tr_5","CDI","C","O","CH",20641,"673a","ct_9",1653,"62"
57507,"tr_6","CDI","C","O","CG",17253,"674d","ct_9",1524,"62"
57511,"tr_4","CDI","P","O","IZ",11836,"561d","ct_9",1078,"62"
57521,"tr_4","CDI","P","O","GZ",14087,"552a","ct_9",1580,"62"
57524,"tr_2","CDI","C","O","CM",45783,"374d","ct_9",1680,"59"
57527,"tr_6","CDI","P","O","GZ",15269,"552a","ct_9",1332,"62"
57534,"tr_6","CDI","C","O","GZ",23000,"551a","ct_9",1527,"62"
57535,"tr_6","CDI","C","O","CJ",25241,"626b","ct_9",1472,"62"
57554,"tr_3","CDI","P","O","KZ",32682,"542a","ct_5",1459,"62"
57557,"tr_3","AUT","P","O","QB",14367,"563b","ct_2",1503,"62"
57564,"tr_4","AUT","P","X","QB",7368,"676e","ct_8",1118,"62"
57566,"tr_1","CDI","P","O","GZ",15199,"554a","ct_9",1169,"62"
57567,"tr_6","CDI","C","O","QA",23566,"526a","ct_3",1820,"62"
57573,"tr_2","CDI","C","O","PZ",19284,"421b","ct_8",1820,"59"
